;;
22;1;NULL
22;2;NULL
22;3;NULL
22;4;NULL
22;5;NULL
22;6;NULL
22;7;NULL
22;8;NULL
22;9;NULL
22;10;NULL
22;11;NULL
22;12;NULL
22;13;NULL
22;14;NULL
22;15;NULL
22;16;NULL
22;17;NULL
22;18;NULL
22;19;NULL
22;20;NULL
22;21;NULL
22;22;NULL
22;23;NULL
22;24;NULL
22;25;NULL
22;26;NULL
22;27;NULL
22;28;NULL
22;29;NULL
22;30;NULL
22;31;NULL
22;32;NULL
22;33;NULL
22;34;NULL
22;35;NULL
22;36;NULL
22;37;NULL
22;38;NULL
22;39;NULL
22;40;NULL
22;41;NULL
22;42;NULL
22;43;NULL
22;44;NULL
22;45;NULL
22;46;NULL
22;47;NULL
22;48;NULL
22;49;NULL
22;50;NULL
22;51;NULL
22;52;NULL
22;53;NULL
22;54;NULL
22;55;NULL
22;56;NULL
22;57;NULL
22;58;NULL
22;59;NULL
22;60;NULL
22;61;NULL
22;62;NULL
22;63;NULL
22;64;NULL
22;65;NULL
22;66;NULL
22;67;NULL
22;68;NULL
22;69;NULL
22;70;NULL
22;71;NULL
22;72;NULL
22;73;NULL
22;74;NULL
22;75;NULL
22;76;NULL
22;77;NULL
22;78;NULL
22;79;NULL
22;80;NULL
22;81;NULL
22;82;NULL
22;83;NULL
22;84;NULL
22;85;NULL
22;86;NULL
22;87;NULL
22;88;NULL
22;89;NULL
22;90;NULL
22;91;NULL
22;92;NULL
22;93;NULL
22;94;NULL
22;95;NULL
22;96;NULL
22;97;NULL
22;98;NULL
22;99;NULL
22;100;NULL
22;101;NULL
22;102;NULL
22;103;NULL
22;104;NULL
22;105;NULL
22;106;NULL
22;107;NULL
22;108;NULL
22;109;NULL
22;110;NULL
22;111;NULL
22;112;NULL
22;113;NULL
22;114;NULL
22;115;NULL
22;116;NULL
22;117;NULL
22;118;NULL
22;119;NULL
22;120;NULL
22;121;NULL
22;122;NULL
22;123;NULL
22;124;NULL
22;125;NULL
22;126;NULL
22;127;NULL
22;128;NULL
22;129;NULL
22;130;NULL
22;131;NULL
22;132;NULL
22;133;NULL
22;134;NULL
22;135;NULL
22;136;NULL
22;137;NULL
22;138;NULL
22;139;NULL
22;140;NULL
22;141;NULL
22;142;NULL
22;143;NULL
22;144;NULL
22;145;NULL
22;146;NULL
22;147;NULL
22;148;NULL
22;149;NULL
22;150;NULL
22;151;NULL
22;152;NULL
22;153;NULL
22;154;NULL
22;155;NULL
22;156;NULL
22;157;NULL
22;158;NULL
22;159;NULL
22;160;NULL
22;161;NULL
22;162;NULL
22;163;NULL
22;164;NULL
22;165;NULL
22;166;NULL
22;167;NULL
22;168;NULL
22;169;NULL
22;170;NULL
22;171;NULL
22;172;NULL
22;173;NULL
22;174;NULL
22;175;NULL
22;176;NULL
22;177;NULL
22;178;NULL
22;179;NULL
22;180;NULL
22;181;NULL
22;182;NULL
22;183;NULL
22;184;NULL
22;185;NULL
22;186;NULL
22;187;NULL
22;188;NULL
22;189;NULL
22;190;NULL
22;191;NULL
22;192;NULL
22;193;NULL
22;194;NULL
22;195;NULL
22;196;NULL
22;197;NULL
22;198;NULL
22;199;NULL
22;200;NULL
22;201;NULL
22;202;NULL
22;203;NULL
22;204;NULL
22;205;NULL
22;206;NULL
22;207;NULL
22;208;NULL
22;209;NULL
22;210;NULL
22;211;NULL
22;212;NULL
22;213;NULL
22;214;NULL
22;215;NULL
22;216;NULL
22;217;NULL
22;218;NULL
22;219;NULL
22;220;NULL
22;221;NULL
22;222;NULL
22;223;NULL
22;224;NULL
22;225;NULL
22;226;NULL
22;227;NULL
22;228;NULL
22;229;NULL
22;230;NULL
22;231;NULL
22;232;NULL
22;233;NULL
22;234;NULL
22;235;NULL
22;236;NULL
22;237;NULL
22;238;NULL
22;239;NULL
22;240;NULL
22;241;NULL
22;242;NULL
22;243;NULL
22;244;NULL
22;245;NULL
22;246;NULL
22;247;NULL
22;248;NULL
